0,4
0,25
0,28
1,4
1,5
1,25
1,26
1,29
2,5
2,6
2,26
2,27
2,30
3,6
3,27
3,31
4,7
4,8
4,25
4,28
4,29
4,32
5,8
5,9
5,26
5,29
5,30
5,33
6,9
6,10
6,27
6,30
6,31
6,34
7,11
7,28
7,32
7,35
8,11
8,12
8,29
8,32
8,33
8,36
9,12
9,13
9,30
9,33
9,34
9,37
10,13
10,31
10,34
10,38
11,14
11,15
11,32
11,35
11,36
11,39
12,15
12,16
12,33
12,36
12,37
12,40
13,16
13,17
13,34
13,37
13,38
13,41
14,18
14,35
14,39
14,42
15,18
15,19
15,36
15,39
15,40
15,43
16,19
16,20
16,37
16,40
16,41
16,44
17,20
17,38
17,41
17,45
18,21
18,22
18,39
18,42
18,43
18,46
19,22
19,23
19,40
19,43
19,44
19,47
20,23
20,24
20,41
20,44
20,45
20,48
21,42
21,46
22,43
22,46
22,47
23,44
23,47
23,48
24,45
24,48
25,28
25,29
25,49
25,50
25,53
26,29
26,30
26,50
26,51
26,54
27,30
27,31
27,51
27,52
27,55
28,32
28,49
28,53
28,56
29,32
29,33
29,50
29,53
29,54
29,57
30,33
30,34
30,51
30,54
30,55
30,58
31,34
31,52
31,55
31,59
32,35
32,36
32,53
32,56
32,57
32,60
33,36
33,37
33,54
33,57
33,58
33,61
34,37
34,38
34,55
34,58
34,59
34,62
35,39
35,56
35,60
35,63
36,39
36,40
36,57
36,60
36,61
36,64
37,40
37,41
37,58
37,61
37,62
37,65
38,41
38,59
38,62
38,66
39,42
39,43
39,60
39,63
39,64
39,67
40,43
40,44
40,61
40,64
40,65
40,68
41,44
41,45
41,62
41,65
41,66
41,69
42,46
42,63
42,67
42,70
43,46
43,47
43,64
43,67
43,68
43,71
44,47
44,48
44,65
44,68
44,69
44,72
45,48
45,66
45,69
45,73
46,67
46,70
46,71
47,68
47,71
47,72
48,69
48,72
48,73
49,53
49,74
49,77
50,53
50,54
50,74
50,75
50,78
51,54
51,55
51,75
51,76
51,79
52,55
52,76
52,80
53,56
53,57
53,74
53,77
53,78
53,81
54,57
54,58
54,75
54,78
54,79
54,82
55,58
55,59
55,76
55,79
55,80
55,83
56,60
56,77
56,81
56,84
57,60
57,61
57,78
57,81
57,82
57,85
58,61
58,62
58,79
58,82
58,83
58,86
59,62
59,80
59,83
59,87
60,63
60,64
60,81
60,84
60,85
60,88
61,64
61,65
61,82
61,85
61,86
61,89
62,65
62,66
62,83
62,86
62,87
62,90
63,67
63,84
63,88
63,91
64,67
64,68
64,85
64,88
64,89
64,92
65,68
65,69
65,86
65,89
65,90
65,93
66,69
66,87
66,90
66,94
67,70
67,71
67,88
67,91
67,92
67,95
68,71
68,72
68,89
68,92
68,93
68,96
69,72
69,73
69,90
69,93
69,94
69,97
70,91
70,95
71,92
71,95
71,96
72,93
72,96
72,97
73,94
73,97
74,77
74,78
74,98
74,99
74,102
75,78
75,79
75,99
75,100
75,103
76,79
76,80
76,100
76,101
76,104
77,81
77,98
77,102
77,105
78,81
78,82
78,99
78,102
78,103
78,106
79,82
79,83
79,100
79,103
79,104
79,107
80,83
80,101
80,104
80,108
81,84
81,85
81,102
81,105
81,106
81,109
82,85
82,86
82,103
82,106
82,107
82,110
83,86
83,87
83,104
83,107
83,108
83,111
84,88
84,105
84,109
84,112
85,88
85,89
85,106
85,109
85,110
85,113
86,89
86,90
86,107
86,110
86,111
86,114
87,90
87,108
87,111
87,115
88,91
88,92
88,109
88,112
88,113
88,116
89,92
89,93
89,110
89,113
89,114
89,117
90,93
90,94
90,111
90,114
90,115
90,118
91,95
91,112
91,116
91,119
92,95
92,96
92,113
92,116
92,117
92,120
93,96
93,97
93,114
93,117
93,118
93,121
94,97
94,115
94,118
94,122
95,116
95,119
95,120
96,117
96,120
96,121
97,118
97,121
97,122
98,102
98,123
98,126
99,102
99,103
99,123
99,124
99,127
100,103
100,104
100,124
100,125
100,128
101,104
101,125
101,129
102,105
102,106
102,123
102,126
102,127
102,130
103,106
103,107
103,124
103,127
103,128
103,131
104,107
104,108
104,125
104,128
104,129
104,132
105,109
105,126
105,130
105,133
106,109
106,110
106,127
106,130
106,131
106,134
107,110
107,111
107,128
107,131
107,132
107,135
108,111
108,129
108,132
108,136
109,112
109,113
109,130
109,133
109,134
109,137
110,113
110,114
110,131
110,134
110,135
110,138
111,114
111,115
111,132
111,135
111,136
111,139
112,116
112,133
112,137
112,140
113,116
113,117
113,134
113,137
113,138
113,141
114,117
114,118
114,135
114,138
114,139
114,142
115,118
115,136
115,139
115,143
116,119
116,120
116,137
116,140
116,141
116,144
117,120
117,121
117,138
117,141
117,142
117,145
118,121
118,122
118,139
118,142
118,143
118,146
119,140
119,144
120,141
120,144
120,145
121,142
121,145
121,146
122,143
122,146
123,126
123,127
123,147
123,148
123,151
124,127
124,128
124,148
124,149
124,152
125,128
125,129
125,149
125,150
125,153
126,130
126,147
126,151
126,154
127,130
127,131
127,148
127,151
127,152
127,155
128,131
128,132
128,149
128,152
128,153
128,156
129,132
129,150
129,153
129,157
130,133
130,134
130,151
130,154
130,155
130,158
131,134
131,135
131,152
131,155
131,156
131,159
132,135
132,136
132,153
132,156
132,157
132,160
133,137
133,154
133,158
133,161
134,137
134,138
134,155
134,158
134,159
134,162
135,138
135,139
135,156
135,159
135,160
135,163
136,139
136,157
136,160
136,164
137,140
137,141
137,158
137,161
137,162
137,165
138,141
138,142
138,159
138,162
138,163
138,166
139,142
139,143
139,160
139,163
139,164
139,167
140,144
140,161
140,165
140,168
141,144
141,145
141,162
141,165
141,166
141,169
142,145
142,146
142,163
142,166
142,167
142,170
143,146
143,164
143,167
143,171
144,165
144,168
144,169
145,166
145,169
145,170
146,167
146,170
146,171
147,151
148,151
148,152
149,152
149,153
150,153
151,154
151,155
152,155
152,156
153,156
153,157
154,158
155,158
155,159
156,159
156,160
157,160
158,161
158,162
159,162
159,163
160,163
160,164
161,165
162,165
162,166
163,166
163,167
164,167
165,168
165,169
166,169
166,170
167,170
167,171
