22,40
28,40
29,28
32,40
14,22
29,8
32,29
14,32
14,8
40,57
49,57
29,53
49,53
32,49
40,43
35,43
35,32
35,9
14,9
49,46
35,46
29,25
39,25
30,29
13,8
39,11
30,39
13,30
13,11
48,53
54,39
48,54
30,48
14,4
15,14
0,4
13,1
15,13
15,0
1,0
33,32
33,30
15,33
50,49
50,48
33,50
49,63
65,63
48,61
65,61
50,65
17,9
17,15
17,5
0,5
36,35
36,33
17,36
52,46
52,50
36,52
62,65
52,62
35,24
44,24
36,44
18,44
17,18
52,58
44,58
41,39
31,30
13,10
31,41
31,10
48,56
31,56
16,15
2,0
16,10
16,2
34,33
34,31
16,34
51,50
51,56
34,51
64,65
51,64
17,21
16,21
37,36
37,34
37,21
52,59
51,59
37,59
26,44
37,26
31,47
34,38
16,19
38,47
19,38
51,55
38,55
37,42
42,38
63,57
61,63
59,55
64,55
60,63
60,65
43,57
64,59
62,59
64,62
60,62
57,60
58,60
46,57
58,62
46,60
43,46
59,58
42,55
58,46
45,59
44,59
45,42
45,55
44,46
45,44
27,46
26,45
27,43
24,46
21,26
21,45
19,42
21,42
18,26
22,43
27,24
18,24
9,24
19,21
27,22
9,27
9,18
18,21
5,18
9,22
5,21
4,9
5,9
3,21
3,19
5,3
5,4
4,22
0,3
7,19
7,3
2,3
2,7
12,22
1,2
1,4
12,4
7,38
20,38
8,1
20,7
12,40
8,4
10,7
6,7
6,1
6,2
10,20
6,8
11,8
11,6
10,6
12,8
25,12
25,8
28,12
23,11
28,25
25,11
23,6
41,10
23,10
41,20
41,23
39,23
41,38
53,28
53,25
47,41
54,25
54,41
56,41
56,47
53,40
61,54
54,53
56,54
57,53
53,61
61,56
64,56
63,53
55,56
55,47
61,64
