0,3
0,18
0,20
1,3
1,4
1,18
1,19
1,21
2,4
2,19
2,22
3,5
3,6
3,18
3,20
3,21
3,23
4,6
4,7
4,19
4,21
4,22
4,24
5,8
5,20
5,23
5,25
6,8
6,9
6,21
6,23
6,24
6,26
7,9
7,22
7,24
7,27
8,10
8,11
8,23
8,25
8,26
8,28
9,11
9,12
9,24
9,26
9,27
9,29
10,13
10,25
10,28
10,30
11,13
11,14
11,26
11,28
11,29
11,31
12,14
12,27
12,29
12,32
13,15
13,16
13,28
13,30
13,31
13,33
14,16
14,17
14,29
14,31
14,32
14,34
15,30
15,33
16,31
16,33
16,34
17,32
17,34
18,20
18,21
18,35
18,36
18,38
19,21
19,22
19,36
19,37
19,39
20,23
20,35
20,38
20,40
21,23
21,24
21,36
21,38
21,39
21,41
22,24
22,37
22,39
22,42
23,25
23,26
23,38
23,40
23,41
23,43
24,26
24,27
24,39
24,41
24,42
24,44
25,28
25,40
25,43
25,45
26,28
26,29
26,41
26,43
26,44
26,46
27,29
27,42
27,44
27,47
28,30
28,31
28,43
28,45
28,46
28,48
29,31
29,32
29,44
29,46
29,47
29,49
30,33
30,45
30,48
30,50
31,33
31,34
31,46
31,48
31,49
31,51
32,34
32,47
32,49
32,52
33,48
33,50
33,51
34,49
34,51
34,52
35,38
35,53
35,55
36,38
36,39
36,53
36,54
36,56
37,39
37,54
37,57
38,40
38,41
38,53
38,55
38,56
38,58
39,41
39,42
39,54
39,56
39,57
39,59
40,43
40,55
40,58
40,60
41,43
41,44
41,56
41,58
41,59
41,61
42,44
42,57
42,59
42,62
43,45
43,46
43,58
43,60
43,61
43,63
44,46
44,47
44,59
44,61
44,62
44,64
45,48
45,60
45,63
45,65
46,48
46,49
46,61
46,63
46,64
46,66
47,49
47,62
47,64
47,67
48,50
48,51
48,63
48,65
48,66
48,68
49,51
49,52
49,64
49,66
49,67
49,69
50,65
50,68
51,66
51,68
51,69
52,67
52,69
53,55
53,56
53,70
53,71
53,73
54,56
54,57
54,71
54,72
54,74
55,58
55,70
55,73
55,75
56,58
56,59
56,71
56,73
56,74
56,76
57,59
57,72
57,74
57,77
58,60
58,61
58,73
58,75
58,76
58,78
59,61
59,62
59,74
59,76
59,77
59,79
60,63
60,75
60,78
60,80
61,63
61,64
61,76
61,78
61,79
61,81
62,64
62,77
62,79
62,82
63,65
63,66
63,78
63,80
63,81
63,83
64,66
64,67
64,79
64,81
64,82
64,84
65,68
65,80
65,83
65,85
66,68
66,69
66,81
66,83
66,84
66,86
67,69
67,82
67,84
67,87
68,83
68,85
68,86
69,84
69,86
69,87
70,73
70,88
70,90
71,73
71,74
71,88
71,89
71,91
72,74
72,89
72,92
73,75
73,76
73,88
73,90
73,91
73,93
74,76
74,77
74,89
74,91
74,92
74,94
75,78
75,90
75,93
75,95
76,78
76,79
76,91
76,93
76,94
76,96
77,79
77,92
77,94
77,97
78,80
78,81
78,93
78,95
78,96
78,98
79,81
79,82
79,94
79,96
79,97
79,99
80,83
80,95
80,98
80,100
81,83
81,84
81,96
81,98
81,99
81,101
82,84
82,97
82,99
82,102
83,85
83,86
83,98
83,100
83,101
83,103
84,86
84,87
84,99
84,101
84,102
84,104
85,100
85,103
86,101
86,103
86,104
87,102
87,104
88,90
88,91
88,105
88,106
88,108
89,91
89,92
89,106
89,107
89,109
90,93
90,105
90,108
90,110
91,93
91,94
91,106
91,108
91,109
91,111
92,94
92,107
92,109
92,112
93,95
93,96
93,108
93,110
93,111
93,113
94,96
94,97
94,109
94,111
94,112
94,114
95,98
95,110
95,113
95,115
96,98
96,99
96,111
96,113
96,114
96,116
97,99
97,112
97,114
97,117
98,100
98,101
98,113
98,115
98,116
98,118
99,101
99,102
99,114
99,116
99,117
99,119
100,103
100,115
100,118
100,120
101,103
101,104
101,116
101,118
101,119
101,121
102,104
102,117
102,119
102,122
103,118
103,120
103,121
104,119
104,121
104,122
105,108
106,108
106,109
107,109
108,110
108,111
109,111
109,112
110,113
111,113
111,114
112,114
113,115
113,116
114,116
114,117
115,118
116,118
116,119
117,119
118,120
118,121
119,121
119,122
