24,31
24,13
8,24
32,24
35,24
14,24
12,24
24,34
60,45
45,34
45,31
54,45
56,45
35,45
32,45
45,55
26,34
11,26
26,13
35,26
38,26
16,26
14,26
26,37
47,55
47,37
47,34
56,47
58,47
38,47
35,47
52,47
25,32
25,14
25,12
33,25
36,25
15,25
10,25
25,35
46,54
46,35
46,32
64,46
57,46
36,46
33,46
46,56
27,35
27,16
27,14
36,27
39,27
6,27
15,27
27,38
48,56
48,38
48,35
57,48
59,48
39,48
36,48
48,58
19,31
19,34
19,13
8,19
19,43
49,43
60,49
49,55
49,34
49,31
21,43
21,34
21,37
11,21
21,13
51,43
51,55
52,51
51,37
51,34
20,8
41,20
20,32
20,12
20,31
42,31
42,54
42,32
41,42
42,60
4,8
4,12
4,14
0,4
4,13
67,55
67,60
70,67
67,56
67,54
1,13
1,14
1,16
0,1
1,11
66,52
66,55
70,66
66,58
66,56
18,37
18,11
18,38
40,18
18,16
52,37
52,58
40,52
52,38
22,41
22,12
22,33
10,22
22,32
61,32
61,41
64,61
61,33
61,54
5,12
5,0
10,5
5,15
5,14
68,56
68,54
68,57
64,68
68,70
0,14
0,15
6,0
0,16
69,70
69,58
69,56
59,69
69,57
30,38
30,16
30,39
6,30
30,40
53,58
53,40
53,38
59,53
53,39
23,33
23,15
23,10
50,23
23,36
50,64
50,36
50,33
50,57
28,36
28,6
28,15
50,28
28,39
59,57
59,39
59,36
50,59
40,62
68,61
61,60
41,60
53,62
70,65
69,65
53,69
64,70
64,65
65,59
64,44
65,50
61,44
41,44
53,30
44,50
59,28
53,28
30,28
44,22
50,17
28,17
44,23
17,23
23,22
17,6
17,5
23,5
30,18
6,18
5,6
5,2
6,3
3,18
0,3
10,2
2,0
22,20
3,11
1,3
2,1
2,8
10,20
2,20
1,8
1,7
1,9
8,7
11,9
9,7
40,11
7,21
9,21
11,29
7,19
29,40
29,9
20,42
19,21
19,20
19,42
21,29
19,49
42,49
29,52
21,51
29,51
43,63
49,63
51,63
51,66
63,66
63,67
49,67
52,62
66,62
63,70
67,68
60,68
62,69
66,69
